# BUSCO version is: 5.7.1 
# The lineage dataset is: endopterygota_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 2124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
13924at33392	Complete	NC_007420.3	14323021	14328170	+	722.4	450	https://v10-1.orthodb.org/?query=13924at33392	Zinc finger C2H2 superfamily
13959at33392	Complete	NC_007420.3	7484112	7487937	+	602.1	451	https://v10-1.orthodb.org/?query=13959at33392	THAP-type zinc finger
13990at33392	Complete	NC_007419.2	4512650	4509524	-	1354.1	790	https://v10-1.orthodb.org/?query=13990at33392	RNA cytidine acetyltransferase
14106at33392	Missing
14116at33392	Complete	NC_007422.5	3267177	3264508	-	1386.7	664	https://v10-1.orthodb.org/?query=14116at33392	Sec23/Sec24, helical domain
14121at33392	Complete	NC_007420.3	1368455	1389608	+	1369.5	701	https://v10-1.orthodb.org/?query=14121at33392	pre-mRNA-splicing factor SYF1
14212at33392	Complete	NC_007423.3	2369408	2376612	+	733.2	437	https://v10-1.orthodb.org/?query=14212at33392	Zinc finger, PHD-type
14297at33392	Complete	NC_007425.3	6363214	6353098	-	1090.0	665	https://v10-1.orthodb.org/?query=14297at33392	Tubby, C-terminal
14326at33392	Complete	NC_007425.3	1316651	1340896	+	1436.3	770	https://v10-1.orthodb.org/?query=14326at33392	Ras GTPase-activating domain
14360at33392	Fragmented	NC_007423.3	7530978	7522301	-	1085.9	504	https://v10-1.orthodb.org/?query=14360at33392	Pre-mRNA-processing factor 6
14408at33392	Complete	NC_007422.5	11381737	11306891	-	991.7	734	https://v10-1.orthodb.org/?query=14408at33392	Thrombospondin type-1 (TSP1) repeat
14797at33392	Complete	NC_007417.3	2405361	2396814	-	688.8	443	https://v10-1.orthodb.org/?query=14797at33392	SAP domain
14817at33392	Complete	NC_007417.3	10824153	10821037	-	1172.7	746	https://v10-1.orthodb.org/?query=14817at33392	WD40 repeat
14828at33392	Complete	NC_007418.3	24229632	24237821	+	1388.6	785	https://v10-1.orthodb.org/?query=14828at33392	FAD/NAD(P)-binding domain
15014at33392	Complete	NC_007420.3	2541508	2547167	+	742.8	539	https://v10-1.orthodb.org/?query=15014at33392	BRCT domain
15035at33392	Complete	NC_007423.3	13968808	13959547	-	1212.6	669	https://v10-1.orthodb.org/?query=15035at33392	Helicase, C-terminal
15056at33392	Complete	NC_007424.3	13049788	13042046	-	1126.6	941	https://v10-1.orthodb.org/?query=15056at33392	Uncharacterised domain NUC173
15093at33392	Complete	NC_007422.5	10506744	10498690	-	1230.0	858	https://v10-1.orthodb.org/?query=15093at33392	EGF-like, conserved site
15145at33392	Complete	NC_007423.3	11892874	11885984	-	1163.7	658	https://v10-1.orthodb.org/?query=15145at33392	CLEC16A/TT9, N-terminal
15197at33392	Complete	NC_007423.3	6406491	6382627	-	761.1	445	https://v10-1.orthodb.org/?query=15197at33392	ATP-dependent 6-phosphofructokinase
15206at33392	Complete	NC_007419.2	7650698	7646997	-	1760.9	847	https://v10-1.orthodb.org/?query=15206at33392	SNF2-related, N-terminal domain
15211at33392	Complete	NC_007420.3	3710408	3722391	+	1357.3	716	https://v10-1.orthodb.org/?query=15211at33392	Heparan sulphate-N-deacetylase
15244at33392	Complete	NC_007416.3	4251395	4256399	+	1062.2	814	https://v10-1.orthodb.org/?query=15244at33392	WD40-repeat-containing domain
15344at33392	Complete	NC_007420.3	14689047	14677620	-	1012.6	635	https://v10-1.orthodb.org/?query=15344at33392	LysM domain
15476at33392	Complete	NC_007420.3	7419446	7412454	-	1494.7	802	https://v10-1.orthodb.org/?query=15476at33392	Dynamin superfamily
15496at33392	Complete	NC_007417.3	9089134	9086882	-	681.9	518	https://v10-1.orthodb.org/?query=15496at33392	Myotubularin-related 12-like C-terminal domain
15554at33392	Complete	NC_007423.3	10994159	10989751	-	481.2	402	https://v10-1.orthodb.org/?query=15554at33392	Ubiquitinyl hydrolase 1
15603at33392	Complete	NC_007423.3	11856946	11860544	+	924.9	721	https://v10-1.orthodb.org/?query=15603at33392	Pep3/Vps18/deep orange
15662at33392	Complete	NC_007424.3	11354302	11361303	+	611.6	418	https://v10-1.orthodb.org/?query=15662at33392	Villin headpiece
15729at33392	Complete	NC_007417.3	15183541	15170908	-	1009.4	784	https://v10-1.orthodb.org/?query=15729at33392	Importin-beta, N-terminal domain
15736at33392	Complete	NC_007416.3	4804249	4807920	+	1082.1	619	https://v10-1.orthodb.org/?query=15736at33392	Far11/STRP, C-terminal
15757at33392	Complete	NC_007423.3	13230638	13234377	+	822.4	620	https://v10-1.orthodb.org/?query=15757at33392	WD40/YVTN repeat-like-containing domain superfamily
15810at33392	Complete	NC_007425.3	6922761	6928172	+	897.1	654	https://v10-1.orthodb.org/?query=15810at33392	Vps16, C-terminal
15931at33392	Complete	NC_007424.3	5543306	5532216	-	1239.7	632	https://v10-1.orthodb.org/?query=15931at33392	AP-1 complex subunit gamma
15937at33392	Complete	NC_007418.3	724096	721086	-	924.1	572	https://v10-1.orthodb.org/?query=15937at33392	Aminoacyl-tRNA synthetase, class Ia
16111at33392	Complete	NC_007421.3	3375448	3387925	+	1230.7	674	https://v10-1.orthodb.org/?query=16111at33392	Protein kinase domain
16197at33392	Complete	NC_007417.3	5712626	5717517	+	1058.0	656	https://v10-1.orthodb.org/?query=16197at33392	Dipeptidylpeptidase IV, N-terminal domain
16211at33392	Complete	NC_007418.3	16232865	16245859	+	715.8	501	https://v10-1.orthodb.org/?query=16211at33392	WD40 repeat
16367at33392	Complete	NC_007422.5	3931252	3937019	+	957.1	836	https://v10-1.orthodb.org/?query=16367at33392	Bromodomain
16492at33392	Complete	NC_007419.2	620140	622756	+	1063.8	683	https://v10-1.orthodb.org/?query=16492at33392	Heat shock protein 70 family
16604at33392	Complete	NC_007420.3	14729131	14731160	+	874.8	458	https://v10-1.orthodb.org/?query=16604at33392	Nucleolar GTP-binding protein 2
16636at33392	Complete	NC_007419.2	492637	486756	-	942.2	608	https://v10-1.orthodb.org/?query=16636at33392	SAC domain
16711at33392	Complete	NC_007418.3	18403546	18382437	-	890.2	510	https://v10-1.orthodb.org/?query=16711at33392	Ras guanine-nucleotide exchange factors catalytic domain
16803at33392	Complete	NC_007417.3	15011391	15014619	+	1117.2	574	https://v10-1.orthodb.org/?query=16803at33392	Putative G-protein coupled receptor 158
16816at33392	Complete	NC_007421.3	4233277	4229119	-	1253.9	844	https://v10-1.orthodb.org/?query=16816at33392	Helicase, C-terminal
16844at33392	Complete	NC_007416.3	182217	185200	+	765.8	539	https://v10-1.orthodb.org/?query=16844at33392	-alpha-acetyltransferase 35, NatC auxiliary subunit
16941at33392	Complete	NC_007424.3	6678368	6669795	-	909.0	631	https://v10-1.orthodb.org/?query=16941at33392	Vacuolar protein sorting-associated protein 54, C-terminal
16944at33392	Complete	NC_007423.3	7446306	7438531	-	537.9	598	https://v10-1.orthodb.org/?query=16944at33392	GPI inositol-deacylase
17002at33392	Complete	NC_007423.3	5373017	5362725	-	1086.3	973	https://v10-1.orthodb.org/?query=17002at33392	WD40-repeat-containing domain
17164at33392	Complete	NC_007416.3	7265180	7274255	+	1381.0	800	https://v10-1.orthodb.org/?query=17164at33392	Microtubule-associated serine/threonine-protein kinase, domain
17218at33392	Complete	NC_007423.3	14203438	14196459	-	815.4	562	https://v10-1.orthodb.org/?query=17218at33392	Six-hairpin glycosidase-like superfamily
17260at33392	Complete	NC_007422.5	444721	459770	+	1196.2	698	https://v10-1.orthodb.org/?query=17260at33392	Sodium/calcium exchanger domain, C-terminal extension
17280at33392	Complete	NC_007423.3	12815192	12810713	-	442.0	541	https://v10-1.orthodb.org/?query=17280at33392	Armadillo-type fold
17402at33392	Complete	NC_007422.5	10391316	10396529	+	796.5	761	https://v10-1.orthodb.org/?query=17402at33392	Nucleoporin, Nup133/Nup155-like, C-terminal
17406at33392	Complete	NC_007418.3	25521744	25547351	+	1107.5	778	https://v10-1.orthodb.org/?query=17406at33392	Zinc finger, CCHC-type
17436at33392	Complete	NC_007416.3	6529086	6526024	-	1019.6	572	https://v10-1.orthodb.org/?query=17436at33392	Glycoside hydrolase, family 13, N-terminal
17454at33392	Complete	NC_007416.3	4654809	4648702	-	937.1	607	https://v10-1.orthodb.org/?query=17454at33392	FCH domain
17562at33392	Complete	NC_007420.3	11906984	11904998	-	769.1	514	https://v10-1.orthodb.org/?query=17562at33392	Autophagy-related protein 9
17778at33392	Complete	NC_007422.5	10051640	10046378	-	754.0	511	https://v10-1.orthodb.org/?query=17778at33392	Lipin, middle domain
17779at33392	Complete	NC_007416.3	6314484	6323738	+	1311.5	994	https://v10-1.orthodb.org/?query=17779at33392	Sterol-sensing domain
17841at33392	Complete	NC_007424.3	12342803	12333991	-	897.9	685	https://v10-1.orthodb.org/?query=17841at33392	TRAPP II complex, TRAPPC10
17870at33392	Complete	NC_007421.3	1554259	1546228	-	1070.4	708	https://v10-1.orthodb.org/?query=17870at33392	WD40/YVTN repeat-like-containing domain superfamily
17942at33392	Complete	NC_007421.3	5779432	5785089	+	996.6	568	https://v10-1.orthodb.org/?query=17942at33392	Suppressor of forked
17965at33392	Complete	NC_007417.3	3614559	3607561	-	548.8	424	https://v10-1.orthodb.org/?query=17965at33392	NHL repeat
18095at33392	Complete	NC_007420.3	3846310	3825664	-	568.3	550	https://v10-1.orthodb.org/?query=18095at33392	Storkhead-box protein, winged-helix domain
18102at33392	Complete	NC_007423.3	12071948	12074945	+	872.5	546	https://v10-1.orthodb.org/?query=18102at33392	SNF2-related, N-terminal domain
18123at33392	Complete	NC_007422.5	13683756	13680298	-	1070.5	759	https://v10-1.orthodb.org/?query=18123at33392	Peptidase M16, C-terminal
18170at33392	Complete	NC_007424.3	14594474	14589902	-	755.6	539	https://v10-1.orthodb.org/?query=18170at33392	ABC-2 type transporter
18217at33392	Complete	NC_007418.3	7249398	7246081	-	779.6	543	https://v10-1.orthodb.org/?query=18217at33392	anaphase-promoting complex subunit 2
18265at33392	Complete	NC_007421.3	1388418	1381249	-	1391.2	807	https://v10-1.orthodb.org/?query=18265at33392	Tetratricopeptide repeat
18307at33392	Complete	NC_007423.3	9662887	9657886	-	1300.0	710	https://v10-1.orthodb.org/?query=18307at33392	Eukaryotic translation initiation factor 3 subunit C
18319at33392	Complete	NC_007418.3	24967660	24965436	-	727.3	560	https://v10-1.orthodb.org/?query=18319at33392	Peptidase M3A/M3B catalytic domain
18364at33392	Complete	NC_007418.3	26353964	26343094	-	687.3	499	https://v10-1.orthodb.org/?query=18364at33392	C2 domain
18396at33392	Complete	NC_007417.3	9644281	9637532	-	955.2	547	https://v10-1.orthodb.org/?query=18396at33392	MIF4G-like, type 1
18418at33392	Complete	NC_007424.3	5027201	5016947	-	717.7	473	https://v10-1.orthodb.org/?query=18418at33392	Phospholipid/glycerol acyltransferase
18485at33392	Complete	NC_007419.2	995995	992829	-	758.2	520	https://v10-1.orthodb.org/?query=18485at33392	Diphthamide synthase domain
18555at33392	Complete	NC_007416.3	4277571	4280677	+	508.6	647	https://v10-1.orthodb.org/?query=18555at33392	Aminopeptidase
18625at33392	Complete	NC_007417.3	4123570	4119153	-	659.5	328	https://v10-1.orthodb.org/?query=18625at33392	Amine oxidase
18669at33392	Complete	NC_007421.3	3858393	3850371	-	1210.7	723	https://v10-1.orthodb.org/?query=18669at33392	Vinculin/alpha-catenin
18688at33392	Complete	NC_007424.3	11181137	11191744	+	931.4	855	https://v10-1.orthodb.org/?query=18688at33392	Rab3-GAP regulatory subunit, N-terminal
18704at33392	Complete	NC_007422.5	13923992	13932956	+	895.9	595	https://v10-1.orthodb.org/?query=18704at33392	Dipeptidyl peptidase 3
18871at33392	Complete	NC_007422.5	6704859	6724873	+	505.6	427	https://v10-1.orthodb.org/?query=18871at33392	Potassium channel domain
18937at33392	Complete	NC_007421.3	7992023	7997280	+	825.2	929	https://v10-1.orthodb.org/?query=18937at33392	Elongator complex protein 1
18960at33392	Complete	NC_007418.3	8833802	8828444	-	1094.0	587	https://v10-1.orthodb.org/?query=18960at33392	ATP-dependent helicase, C-terminal
18962at33392	Complete	NC_007422.5	13893947	13892320	-	421.6	476	https://v10-1.orthodb.org/?query=18962at33392	ataxin-10
18993at33392	Complete	NC_007416.3	4248632	4245665	-	742.5	449	https://v10-1.orthodb.org/?query=18993at33392	MyTH4 domain
19159at33392	Complete	NC_007420.3	13351633	13355340	+	1375.6	770	https://v10-1.orthodb.org/?query=19159at33392	Importin-beta, N-terminal domain
19197at33392	Complete	NC_007422.5	11936953	11933584	-	1108.2	715	https://v10-1.orthodb.org/?query=19197at33392	NFACT protein, C-terminal
19212at33392	Complete	NC_007424.3	12801430	12811557	+	1005.0	786	https://v10-1.orthodb.org/?query=19212at33392	Trafficking protein particle complex subunit 11
19237at33392	Complete	NC_007425.3	6130464	6141548	+	1208.8	801	https://v10-1.orthodb.org/?query=19237at33392	Integrator complex subunit 3
19490at33392	Complete	NC_007419.2	12124181	12118300	-	421.7	335	https://v10-1.orthodb.org/?query=19490at33392	Helicase, C-terminal
19513at33392	Complete	NC_007425.3	6549627	6546795	-	896.6	594	https://v10-1.orthodb.org/?query=19513at33392	Exocyst complex component
19518at33392	Complete	NC_007416.3	3027954	3037582	+	782.1	382	https://v10-1.orthodb.org/?query=19518at33392	Potassium channel, calcium-activated, SK
19576at33392	Complete	NC_007417.3	12396201	12400712	+	453.9	443	https://v10-1.orthodb.org/?query=19576at33392	protein inturned
19703at33392	Complete	NC_007424.3	12194679	12196577	+	807.7	456	https://v10-1.orthodb.org/?query=19703at33392	Protein-tyrosine phosphatase receptor IA-2 ectodomain
19750at33392	Complete	NC_007420.3	14991316	15006256	+	991.1	549	https://v10-1.orthodb.org/?query=19750at33392	Amino acid permease/ SLC12A domain
19811at33392	Complete	NC_007423.3	9735687	9733893	-	816.3	458	https://v10-1.orthodb.org/?query=19811at33392	Polycystin cation channel, PKD1/PKD2
19862at33392	Complete	NC_007419.2	2149863	2152433	+	1240.4	648	https://v10-1.orthodb.org/?query=19862at33392	Trehalose-phosphatase
19938at33392	Complete	NC_007419.2	10076585	10082880	+	1005.1	619	https://v10-1.orthodb.org/?query=19938at33392	Kelch repeat type 1
19947at33392	Complete	NC_007418.3	3655536	3653221	-	579.7	541	https://v10-1.orthodb.org/?query=19947at33392	Pop1, N-terminal
20013at33392	Missing
20137at33392	Complete	NC_007417.3	13811066	13806040	-	706.5	455	https://v10-1.orthodb.org/?query=20137at33392	Transcription initiation factor TFIID component TAF4
20154at33392	Complete	NC_007420.3	4217717	4206166	-	1111.2	585	https://v10-1.orthodb.org/?query=20154at33392	Aminoacyl-tRNA synthetase, class II
20200at33392	Complete	NC_007417.3	15188830	15185612	-	1104.2	560	https://v10-1.orthodb.org/?query=20200at33392	PAN/Apple domain
20260at33392	Complete	NC_007423.3	7118564	7122443	+	1365.9	830	https://v10-1.orthodb.org/?query=20260at33392	ribosome biogenesis protein BMS1 homolog
20347at33392	Complete	NC_007422.5	1029686	1024293	-	849.1	552	https://v10-1.orthodb.org/?query=20347at33392	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
20393at33392	Complete	NC_007422.5	2579683	2583025	+	723.1	606	https://v10-1.orthodb.org/?query=20393at33392	transmembrane protein 245 isoform X1
20413at33392	Complete	NC_007421.3	2707234	2704846	-	850.8	514	https://v10-1.orthodb.org/?query=20413at33392	WD40 repeat
20478at33392	Complete	NC_007418.3	20011256	20025485	+	1002.4	767	https://v10-1.orthodb.org/?query=20478at33392	CCAAT-binding factor
20572at33392	Complete	NC_007422.5	11271061	11275198	+	412.5	315	https://v10-1.orthodb.org/?query=20572at33392	NHL repeat
20578at33392	Complete	NC_007416.3	1702776	1709811	+	303.8	203	https://v10-1.orthodb.org/?query=20578at33392	Basic leucine zipper domain, Maf-type
20657at33392	Complete	NC_007424.3	7480485	7476470	-	965.8	631	https://v10-1.orthodb.org/?query=20657at33392	Ribosomal RNA methyltransferase, Spb1, C-terminal
20713at33392	Complete	NC_007424.3	13462383	13457858	-	593.0	430	https://v10-1.orthodb.org/?query=20713at33392	SH3 domain
20755at33392	Complete	NC_007419.2	4982812	4993842	+	953.7	710	https://v10-1.orthodb.org/?query=20755at33392	WW domain
20822at33392	Complete	NC_007421.3	7878107	7866279	-	475.4	357	https://v10-1.orthodb.org/?query=20822at33392	Bromodomain
20871at33392	Complete	NC_007416.3	3571571	3569628	-	286.6	146	https://v10-1.orthodb.org/?query=20871at33392	Chitin binding domain
20903at33392	Complete	NC_007418.3	1194123	1200876	+	696.5	340	https://v10-1.orthodb.org/?query=20903at33392	Zinc finger, RING-type
20947at33392	Complete	NC_007424.3	12519313	12521716	+	496.6	491	https://v10-1.orthodb.org/?query=20947at33392	VWFC domain
21058at33392	Complete	NC_007422.5	10589874	10593500	+	1090.9	606	https://v10-1.orthodb.org/?query=21058at33392	Protein kinase domain
21123at33392	Complete	NC_007418.3	8196490	8217975	+	735.8	467	https://v10-1.orthodb.org/?query=21123at33392	Vinculin/alpha-catenin
21142at33392	Complete	NC_007418.3	17799035	17806526	+	864.0	448	https://v10-1.orthodb.org/?query=21142at33392	WD40-repeat-containing domain
21156at33392	Complete	NC_007422.5	7425269	7421069	-	1128.5	590	https://v10-1.orthodb.org/?query=21156at33392	Serine/threonine-protein phosphatase 4 regulatory subunit 3
21164at33392	Complete	NC_007420.3	7473271	7469474	-	885.2	699	https://v10-1.orthodb.org/?query=21164at33392	Symplekin/Pta1, N-terminal
21358at33392	Complete	NC_007420.3	1570636	1562314	-	373.7	321	https://v10-1.orthodb.org/?query=21358at33392	F-box domain
21377at33392	Complete	NC_007423.3	13875420	13862638	-	1197.6	752	https://v10-1.orthodb.org/?query=21377at33392	Ankyrin repeat-containing domain
21395at33392	Complete	NC_007425.3	6417713	6406669	-	795.7	477	https://v10-1.orthodb.org/?query=21395at33392	Histidine kinase/HSP90-like ATPase
21447at33392	Complete	NC_007418.3	6045645	6041678	-	866.8	592	https://v10-1.orthodb.org/?query=21447at33392	Staphylococcal nuclease (SNase-like), OB-fold
21667at33392	Complete	NC_007418.3	6226530	6228675	+	694.7	457	https://v10-1.orthodb.org/?query=21667at33392	Polycomb protein, VEFS-Box
21773at33392	Complete	NC_007422.5	2246931	2257591	+	794.9	654	https://v10-1.orthodb.org/?query=21773at33392	UPF0505 family
21777at33392	Complete	NC_007420.3	7692208	7685197	-	693.7	490	https://v10-1.orthodb.org/?query=21777at33392	Dbl homology (DH) domain
21810at33392	Complete	NC_007418.3	2629337	2625588	-	969.6	683	https://v10-1.orthodb.org/?query=21810at33392	RNA recognition motif domain
21872at33392	Complete	NC_007421.3	635641	643485	+	713.1	551	https://v10-1.orthodb.org/?query=21872at33392	N-acetyltransferase B complex, non-catalytic subunit
21907at33392	Complete	NC_007422.5	10398171	10408987	+	626.0	448	https://v10-1.orthodb.org/?query=21907at33392	Rad4 beta-hairpin domain 1
21919at33392	Complete	NC_007419.2	1299	3473	+	820.5	521	https://v10-1.orthodb.org/?query=21919at33392	Rhodanese-like domain
22168at33392	Complete	NC_007424.3	15818852	15821693	+	394.4	305	https://v10-1.orthodb.org/?query=22168at33392	VPS9 domain
22212at33392	Complete	NC_007420.3	6960454	6963005	+	455.8	493	https://v10-1.orthodb.org/?query=22212at33392	Fibronectin type III
22375at33392	Complete	NC_007419.2	12063031	12052807	-	761.5	460	https://v10-1.orthodb.org/?query=22375at33392	Ankyrin repeat-containing domain
22383at33392	Complete	NC_007425.3	98166	105626	+	850.8	539	https://v10-1.orthodb.org/?query=22383at33392	Helicase, C-terminal
22425at33392	Complete	NC_007417.3	15029168	15024477	-	596.0	351	https://v10-1.orthodb.org/?query=22425at33392	CRAL-TRIO lipid binding domain
22462at33392	Complete	NC_007419.2	6893579	6897794	+	705.8	513	https://v10-1.orthodb.org/?query=22462at33392	hormone-sensitive lipase
